Keyword,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Justin Trudeau,https://x.com/JustinTrudeau,JustinTrudeau,True,2023-01-20 23:34:22+00:00,False,"Canadian workers are leading on every step of the electric vehicle supply chain – from critical minerals, to electric vehicles and batteries, to charging infrastructure. And together, we’re creating good jobs, growing our economy, and keeping our air clean. Take a look: https://t.co/cz21iHSqee",1616579923023380482,2186,529,2327,491582,24,https://pbs.twimg.com/media/Fm86vNlXoAQ9djK.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Adam J. Bello,https://x.com/CountyExecBello,CountyExecBello,False,2023-01-20 16:54:23+00:00,False,"It’s great day for Rochester as General Motors, @GovKathyHochul &amp; @SenSchumer announce $68M to build more parts for gas and electric vehicles at the Lexington Ave. facility. Thank you all for your commitment and investment in our community. https://t.co/FPzYgrx3Ap",1616479262785019904,21,69,259,46982,0,https://pbs.twimg.com/media/Fm7jRJ-XwAArzmv.jpg;https://pbs.twimg.com/media/Fm7jRJtXwAAIDxF.jpg;https://pbs.twimg.com/media/Fm7jRJvWAAcD-4u.jpg;https://pbs.twimg.com/media/Fm7jRJxWIAI2I-B.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Taleeb Noormohamed 🇨🇦,https://x.com/Taleeb,Taleeb,False,2023-01-20 20:11:02+00:00,False,"Electric vehicles are key to a greener future.

We've invested over $1B to make EVs more affordable &amp; convenient: by building 84,500 chargers across 🇨🇦, including 3,888 in BC, &amp; providing rebates for EV purchases of up to $5000.

We'll keep working hard toward a green economy. https://t.co/0UbWTnJiSe",1616528751780827137,143,22,40,19841,0,https://pbs.twimg.com/media/Fm8QU1AaYAAn4tq.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Brian Sharp,https://x.com/SharpRoc,SharpRoc,False,2023-01-20 15:47:15+00:00,False,GM announces $68M investment in Rochester - much of that to produce cooling lines for EV batteries - first foray into electric vehicles https://t.co/dV33n8zG4Q,1616462369432928257,2,9,47,7444,0,https://pbs.twimg.com/media/Fm7T4OpWYAE5l2-.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Ohio State News,https://x.com/OhioStateNews,OhioStateNews,True,2023-01-20 23:37:05+00:00,False,.@OhioState has been awarded a $3.8 million grant from the Department of Energy Electric Vehicles for American Low-Carbon Living program to address &amp; remove barriers to EV adoption by developing next-generation battery technologies. https://t.co/NrAUuVjLYL https://t.co/ybN8mGVef4,1616580605415772160,0,3,7,1317,0,https://pbs.twimg.com/media/Fm8_eghWAAMimia.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",PCG Digital,https://x.com/pcgdigital,pcgdigital,False,2023-01-20 17:37:26+00:00,False,Is your dealership standing out in your marketing as the experts in electric vehicles? 🔌 Schedule time with Team PCG at NADA 2023 and visit booth #6567 to learn how EV content can prepare your dealership for the rise of electric vehicles! https://t.co/MpKO8AAiMr https://t.co/aqbNYvS5io,1616490094302461957,0,0,0,35,0,https://pbs.twimg.com/ext_tw_video_thumb/1616489989092540435/pu/img/qiiHe7tEGKp15Agh.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",CAR26.ORG 🌻,https://x.com/CAR26_ORG,CAR26_ORG,False,2023-01-20 15:14:15+00:00,False,"The collapse of electric battery manufacturer BritishVolt into administration proves that ""When Market forces decide, Brits just don't want Electric Vehicles (EVs)"" Said CAR26 director @LoisPerry26.

Full Story:
https://t.co/eFOeKBJcXr https://t.co/9bCZRePtoK",1616454063998046210,6,13,59,3551,0,https://pbs.twimg.com/media/Fm7MS8yXoAclFKo.jpg;https://pbs.twimg.com/media/Fm7MVvlXkAEANtK.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",U.S. Army,https://x.com/USArmy,USArmy,True,2023-01-20 23:05:01+00:00,False,".@POMgarrison is heading in the right direction to build the #Army2030, and recently installed three solar-powered chargers for electric vehicles on post. ⚡ 
Read more ➡️ https://t.co/3h4njKTxwc https://t.co/J5Vzuzz5ZS",1616572533800636416,17,44,163,20229,0,https://pbs.twimg.com/media/Fm84JvgXgAAnNlx.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Governor Kathy Hochul,https://x.com/GovKathyHochul,GovKathyHochul,False,2023-01-20 18:34:45+00:00,False,"NEW: @GM is investing $68 million in their Rochester manufacturing plant — supporting good-paying union jobs and building the electric vehicles of the future.

Another great sign that New York's economy is moving full speed ahead. https://t.co/LOWcHbj2UM",1616504520116211724,55,37,108,22706,1,https://pbs.twimg.com/media/Fm76EasXEBA5Xpk.jpg;https://pbs.twimg.com/media/Fm76F7eXgAEFjKh.jpg;https://pbs.twimg.com/media/Fm76GbQXkAAe8wl.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Tamil Nadu Infra,https://x.com/TamilNaduInfra,TamilNaduInfra,True,2023-01-20 18:11:12+00:00,False,Southern Railways is setting up Electric Vehicles (EV) charging infra in Chennai suburban railway stations in partnership with @atherenergy https://t.co/NZTBu5bXQL,1616498595536179200,3,16,218,13636,0,https://pbs.twimg.com/media/Fm705b2acAAFVww.jpg;https://pbs.twimg.com/media/Fm705bsacAACDaa.jpg;https://pbs.twimg.com/media/Fm705b3akAAG4rx.jpg;https://pbs.twimg.com/media/Fm705b1aMAA3t4c.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",TMACOG,https://x.com/TMACOG,TMACOG,False,2023-01-20 17:13:32+00:00,False,"Our keynote panel presentation is happening now! Preeti Choudhary, executive director of DriveOhio, and Jacob Schwemlein, director of Drive Electric Ohio, are speaking about the impact of electric vehicles on transportation logistics and the economy. #tmacogmembers #localgov https://t.co/J15zmitHyf",1616484080048013321,0,0,2,89,0,https://pbs.twimg.com/media/Fm7nrggWABQic5k.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",ChicagoFed,https://x.com/ChicagoFed,ChicagoFed,False,2023-01-20 19:37:20+00:00,False,"On January 11 and 12, #automotive experts including @JoannMuller (@axios), @energy's @betony_jones, and @Lanampayne from @UniforTheUnion gathered at the Automotive Insights Symposium to discuss the way electric vehicles are changing the landscape of the automotive industry. https://t.co/IBVi4EnyOB",1616520271862632450,0,1,2,1217,0,https://pbs.twimg.com/media/Fm8Ii9GXoAAMcsi.jpg;https://pbs.twimg.com/media/Fm8IkKvWYAMpJuO.jpg;https://pbs.twimg.com/media/Fm8IlZBXEAMs0PB.jpg;https://pbs.twimg.com/media/Fm8ImnGXgAQc9Wz.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Tony D'Onofrio,https://x.com/tonycdonofrio,tonycdonofrio,False,2023-01-20 12:30:28+00:00,False,"INSIGHTFUL VIDEO: Is Toyota late to electric vehicles? https://t.co/YaQLgJQ9X9 Environmentalists and electric vehicle advocates are accusing the world's largest automaker, Toyota, for dragging its feet, and even opposing electrification. @CNBC https://t.co/bTsJVmc3EP",1616412844353806336,0,0,0,34,0,https://pbs.twimg.com/media/Fm6m6gEXoAEmKIf.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Los Angeles Auto Show,https://x.com/LAAutoShow,LAAutoShow,True,2023-01-20 18:00:08+00:00,False,"Did you catch the unveiling of ID.7 at the @CES? This EV will offer top-class technology, including innovative climate control, a new display concept, and a 15-inch central touchscreen! @Volkswagen is planning to deliver this ride along with other 9 electric vehicles by 2026. #VW https://t.co/KCEQaYEJVB",1616495808773242886,0,2,10,837,0,https://pbs.twimg.com/media/Fm7yW8SXoAAQKU6.jpg;https://pbs.twimg.com/media/Fm7yXK0X0AECW8R.jpg;https://pbs.twimg.com/media/Fm7yXceXgAENaHs.jpg;https://pbs.twimg.com/media/Fm7yXuXXEAcWNKi.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Jalopnik,https://x.com/Jalopnik,Jalopnik,False,2023-01-20 21:18:33+00:00,False,How Did Toyota End Up So Far Behind on Electric Vehicles? https://t.co/xraNMoY8b7 https://t.co/khXMQYc4TQ,1616545743560663041,5,7,16,14627,0,https://pbs.twimg.com/media/Fm8fyS0aYAEH6Cr.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",EUG Water & Electric,https://x.com/EWEButility,EWEButility,False,2023-01-20 20:24:34+00:00,False,"Electricity demand will rise in the next 20 years. We forecast starting in 2030, demand will rise by about 2% per year.

People are switching to electric vehicles and electric heat pumps, and we need to supply that electricity.

@city_eugene

Learn more: https://t.co/utoBnMpoTh https://t.co/ZHyVRJ9RZ7",1616532155013922816,0,1,1,226,0,https://pbs.twimg.com/media/Fm8TOP7aMAAT7t2.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",National Review,https://x.com/NRO,NRO,True,2023-01-20 16:50:27+00:00,False,"The switch to electric vehicles will lead to a shrunken role for the car, a machine long resented by a certain type of authoritarian for the untidiness it creates, for the space it takes up, and for the autonomy it offers.

@AStuttaford 

https://t.co/TiaLQPaiTQ https://t.co/w4SmGxPAMD",1616478271776120832,23,28,62,17930,2,https://pbs.twimg.com/media/Fm7d-qwWYAEqs7e.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",SparkCharge,https://x.com/sparkcharge,sparkcharge,False,2023-01-20 21:39:52+00:00,False,"""Range anxiety” is a result of charging deserts, which are leaving rural and low-income communities behind in the transition to electric vehicles. 

SparkCharge continues to make enormous progress on this front by supplying EV drivers with mobile, grid-free EV charging solutions. https://t.co/M2K3EUNHn1",1616551108305985536,0,1,6,582,0,https://pbs.twimg.com/media/Fm8kqNmXoAAcOBV.jpg;https://pbs.twimg.com/media/Fm8kqNvX0BQGwGa.jpg;https://pbs.twimg.com/media/Fm8kqNoWIAIv1ri.jpg;https://pbs.twimg.com/media/Fm8kqNrXgAUz1G3.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Engin Dikmen,https://x.com/gezgintrk,gezgintrk,True,2023-01-20 20:04:32+00:00,False,Why is GM investing nearly $1B in V-8 engines when it’s ‘all in’ on electric vehicles? https://t.co/r8fBt9YAP3 https://t.co/BPLzlXHWsH,1616527113728786432,0,0,0,13,0,https://pbs.twimg.com/media/Fm8O19-XkAIgOOH.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Alex,https://x.com/alex_avoigt,alex_avoigt,True,2023-01-20 19:42:58+00:00,False,"Ark Invest, Wood “Just from electric vehicles there could be almost a fivefold increase in this stock during the next five years and if you believe in autonomous cars at all it’s closer to 13 times during the next five years. So we are as bullish about Tesla as we have ever been”",1616521685620117504,27,29,481,67519,4,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",City of San Antonio Metropolitan Health District,https://x.com/SAMetroHealth,SAMetroHealth,False,2023-01-20 18:03:45+00:00,False,"Consider buying an electric vehicle! Electric vehicles are economical, quiet and help reduce air pollution. For more information, check out https://t.co/TH0bvy0YVw.
#AirQualitySA https://t.co/sG67XIEta5",1616496720958955528,0,0,5,522,0,https://pbs.twimg.com/media/Fm7zM6TXEA01N5c.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Justin Cheng,https://x.com/Anglican_brat,Anglican_brat,False,2023-01-20 18:21:37+00:00,False,"I agree the Church should not bless sin. Henceforth, the Church should only allow electric vehicles in its parking lots, because every gas guzzling vehicle is a sin against the earth.",1616501215579475969,1,0,13,290,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Lloyd Kaufman,https://x.com/lloydkaufman,lloydkaufman,False,2023-01-20 19:27:56+00:00,False,Wyoming lawmakers's bill seeks to ban all electric vehicles by 2035 | Financial Post  THE FIRST FUN LEGISLATION OF 2023 https://t.co/RLLvWeU1Ds https://t.co/H00jI7Kpbh,1616517904450691074,0,1,10,1311,0,https://pbs.twimg.com/media/Fm8GdrmXgBIuiie.jpg;https://pbs.twimg.com/media/Fm8Gdr6XgAILYGF.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Ratih Rahmadanti,https://x.com/rahmadantiratih,rahmadantiratih,False,2023-01-20 15:56:23+00:00,False,"Check again - where do charging stations (for electric cars) get their power from? Coal-generated electricity?

Electric vehicles (EVs) are only as clean as their power supply.",1616464665818861568,1,9,39,4514,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Inside Electric Vehicles (inside.com/evs),https://x.com/auto,auto,False,2023-01-20 19:49:16+00:00,False,Why is GM investing nearly $1B in V-8 engines when it’s ‘all in’ on electric vehicles? https://t.co/1PIJYKAzyj https://t.co/P0E08j3Uf0,1616523271402553345,0,0,0,178,0,https://pbs.twimg.com/media/Fm8LWKvaAAARxaL.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",EUG Water & Electric,https://x.com/EWEButility,EWEButility,False,2023-01-20 20:06:48+00:00,False,"Starting now! How will EWEB supply sufficient energy for electrification as people switch to electric vehicles and electric heat pumps?

Tune in now to hear EWEB General Manager discuss our plan!

https://t.co/hsogYUoDS8",1616527685160947712,0,1,1,314,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Inside Electric Vehicles (inside.com/evs),https://x.com/auto,auto,False,2023-01-20 20:49:18+00:00,False,This solar + storage project could be a US grid game changer https://t.co/gGWDPa8gZu https://t.co/au0yVj55XZ,1616538380740984839,0,0,1,187,0,https://pbs.twimg.com/media/Fm8ZFoHaUAE_7pj.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Nad?,https://x.com/astronad,astronad,False,2023-01-20 15:37:41+00:00,False,"Girlie’s hill to die on is “electric vehicles good because less pollution.” Guess what also cuts pollution AND congestion (HINT: It’s better public transport.) 

Buying into the electric vehicle (especially personal use) hype is soooooo cheugy.",1616459959373529090,0,2,17,1737,1,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Axios,https://x.com/axios,axios,False,2023-01-20 14:13:00+00:00,False,"Hertz aims to speed the adoption of electric vehicles one city at a time, starting with Denver.

The car rental giant is launching a public-private partnership to add more neighborhood chargers and prepare workers for future jobs.

https://t.co/YixxnoIdR2",1616438649540775939,0,2,14,12649,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Scott Comegys for New York State,https://x.com/ScottComegys,ScottComegys,False,2023-01-20 22:04:42+00:00,False,"We used to be a society that looked to the future and looked forward to better technology. 

Now we argue in favor of keeping old tech that costs us more and harms our environment. 

Electric vehicles, renewable energy? All part of a better future and worth investment",1616557357173035028,0,2,6,200,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Josh from GTEC,https://x.com/GtecJosh,GtecJosh,False,2023-01-20 18:56:54+00:00,False,"$GTEC / @GreenlandCorp will be showing off our @gethevi all electric vehicles at the New York Build 2023 Expo on March 8th-9th. Stop by booth 211 to learn how we're pioneering the industrial #EV space. 

#NewYorkBuild2023 @NewYorkBuild https://t.co/3cbJrrE77A",1616510094237175822,0,2,7,815,0,https://pbs.twimg.com/media/Fm79wSMXEBgiVai.png,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Louise Haigh,https://x.com/LouHaigh,LouHaigh,False,2023-01-20 15:17:53+00:00,False,"With the announcement this week of Britishvolt going into administration, it's clearer than ever that the government has no industrial strategy to support the transition to electric vehicles.",1616454977395859457,3,20,56,9139,1,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Caroline (northernck on alternative sites),https://x.com/northernck,northernck,False,2023-01-20 23:15:20+00:00,False,"Pr @ABDanielleSmith might want to hear what Poilievre told Quebecers:
""never once said that everything feels broken in Canada. He offered a positive green vision of Canada’s future as a renewable-energy superpower and global leader in electric vehicles""
https://t.co/ZLwafC2cfo",1616575130989400065,1,2,4,167,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Bryan D. Wilhite,https://x.com/BryanWilhite,BryanWilhite,False,2023-01-20 20:17:33+00:00,False,"Electric Vehicles Are Going To Suck; Here's Why

Electric vehicles present a real opportunity to take a step towards better designed, more reliable, and sustainable transport. Instead, e...

https://t.co/b78EBlvVoV

#rxa 👁⚙🌩",1616530389958545408,0,0,0,9,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query","Jason Ma, PhD 🏠🏠🏠🏠",https://x.com/JasonMaPhD,JasonMaPhD,False,2023-01-20 18:47:55+00:00,False,"Cathie Wood Makes an Eye-Opening Prediction for Tesla - TheStreet 

But Wood sees big gains ahead for the stock. “Just from electric vehicles there could be almost a fivefold increase in this stock during the next five years,” she said. $TSLA
 https://t.co/6G3t1n8Yaw",1616507832203116544,2,0,7,359,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Electrek.co,https://x.com/ElectrekCo,ElectrekCo,True,2023-01-20 19:21:28+00:00,False,Why is GM investing nearly $1B in V-8 engines when it's 'all in' on electric vehicles? https://t.co/YQBztPQXCs by @EVPeteJohnson,1616516278994231296,15,10,53,10750,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",TMACC,https://x.com/ChesCoCommuter,ChesCoCommuter,False,2023-01-20 19:35:47+00:00,False,"RT DVRPC: RT @tmabucks: As more drivers switch to electric vehicles, municipalities will need to update regulations for the deployment of EV charging infrastructure. To access resources and see examples of what others have done, visit the @DVRPC Municipa… https://t.co/paswG3pZEi",1616519878038413312,0,0,0,51,0,https://pbs.twimg.com/media/FmTMVuMWYAEtKpK.png,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Ruthie’s Daughter-ESD,https://x.com/RuthieDaughter,RuthieDaughter,False,2023-01-20 21:52:45+00:00,False,"Reversing course from Trump’s handpicked Postmaster General Louis DeJoy’s pledge for a 90 percent gas-powered fleet.
But this goes beyond fossil fuels vs. electric vehicles. @POTUS Louis DeJoy must go! Plz read, sign, donate, and share. Thx Blue Voters! https://t.co/3I5bCAKfy0",1616554348594581506,0,2,4,140,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Pearson Corporate / Entreprise Pearson,https://x.com/PearsonComms,PearsonComms,False,2023-01-20 20:07:09+00:00,False,"A new report on “future fuels” at airports—including hydrogen, sustainable aviation fuels and electric vehicles—has been released by Innovation Economy Council and we’re very much aligned with its findings. At Pearson, we’re committed to harnessing innovation…",1616527773161455634,1,0,2,280,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Franchise India,https://x.com/FranchiseIndia,FranchiseIndia,False,2023-01-20 12:45:12+00:00,False,"Tata Motors is in talks with global investors to raise at least $500-600 million more for its fast-growing electric vehicles business.

@TataMotors 
#TataMotors #Funding #Investment #FranchiseIndia #Businessoppurtunities https://t.co/Rn54E1bgl3",1616416551174807552,0,0,1,160,0,https://pbs.twimg.com/media/Fm6qSarWYAcf8hk.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Vospers,https://x.com/VospersMotors,VospersMotors,False,2023-01-20 13:26:20+00:00,False,"Electric vehicles are becoming increasingly popular as more people are recognising the numerous benefits they offer. Check out our blog to find out more: https://t.co/6nJqlPvLxn

#ElectricDrive #EVs #electricvehicles #Vospers https://t.co/dPuSNyokHM",1616426902905884674,0,0,0,35,0,https://pbs.twimg.com/media/Fm6zr-BX0AADmLF.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",GAP Group,https://x.com/GapGroupNE,GapGroupNE,False,2023-01-20 13:01:45+00:00,False,"1.3 million single-use #vapes are thrown away every week 💨

This accumulates to 10 tonnes of lithium a year...

Equivalent to the lithium in batteries inside 1,200 electric vehicles 🚗

Need a collection and disposal solution? Get in touch♻️

S; Material Focus #vape #vaping https://t.co/jVwHoXjzK3",1616420719780405252,0,2,5,139,0,https://pbs.twimg.com/media/Fm6uFBwWYAIq4a9.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Stéphan Drouin,https://x.com/stephandrouin,stephandrouin,False,2023-01-20 17:10:33+00:00,False,"“Aside from companies like Nio and Xpeng, all the gross margins and net profits from the other companies also come from non-all-electric vehicles – meaning hybrids, PHEVs and gas-powered cars.”",1616483331880648724,0,0,0,67,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",mars,https://x.com/marsthegadfly,marsthegadfly,True,2023-01-20 15:48:22+00:00,False,"“We will support Ukraine right down to the last Ukrainian, at which point we will strip mine the country for that sweet sweet lithium for our electric vehicles”",1616462648387706882,2,1,7,1037,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Globalnews.ca,https://x.com/globalnews,globalnews,False,2023-01-20 21:58:58+00:00,False,"As Canada has mandated at least 20 per cent of car sales to be electric vehicles by 2026, some are questioning if the goal is realistic.
https://t.co/oJaOgR9HoX",1616555913548124166,75,7,23,22518,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",San Diego Regional EDC,https://x.com/SDRegionalEDC,SDRegionalEDC,False,2023-01-20 22:40:00+00:00,False,"Good news, San Diego:
⚡ @SDGE, @GM to integrate electric vehicles to power grid
🔌 @portofsandiego makes CA history for sustainability
💰 Enlaza secures $61M seed round

More in #GNOTW ⤵️ 
https://t.co/L94wJysBYM",1616566240893440001,0,0,3,192,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",The Denver Post,https://x.com/denverpost,denverpost,True,2023-01-20 11:48:09+00:00,False,"The number of battery-powered electric vehicles, including plug-in hybrids, surged in Colorado last year, accounting for more than one in 10 new vehicle registrations. https://t.co/WP074XBZwS",1616402196853039107,3,1,4,3089,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",🤖 Sociability,https://x.com/Sociability,Sociability,False,2023-01-20 18:28:09+00:00,False,All Charged Up and No Place to Go: The Promise and Pitfalls of Electric Vehicles https://t.co/SrZp4M6jze https://t.co/tKXA5dwV4Y,1616502859448864769,0,0,0,18,0,https://pbs.twimg.com/media/Fm74yIAakAMrKL_.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Bruce Friedrich 🔸,https://x.com/BruceGFriedrich,BruceGFriedrich,True,2023-01-20 14:26:54+00:00,False,"TBC, this is why we need govt support, similar to the support govts give to renewables and electric vehicles. More here: https://t.co/4Gk4qZ0Bfc and here https://t.co/uUZvbxUrNS /n",1616442145958940675,2,0,58,3895,1,,True,BruceGFriedrich,https://x.com/BruceGFriedrich,,BruceGFriedrich,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Joshua Torres,https://x.com/SCE_JoshuaT,SCE_JoshuaT,False,2023-01-20 19:00:30+00:00,False,Video: Fact vs Fiction - Electric Vehicles 🚗⚡ https://t.co/Hm9ZaD8Qm4,1616511001209278468,0,0,0,16,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Fields Auto Group,https://x.com/FieldsAuto,FieldsAuto,False,2023-01-20 17:39:45+00:00,False,"In this video from BMW USA, learn How to Use the BMW Flexible Fast Charger. The BMW Flexible Fast Charger is designed to charge all 2022+ BMW electric vehicles quickly and reliably. https://t.co/hWkSUf0otp | #FieldsBMW #BMW",1616490677348466694,0,0,0,18,0,,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Inside Electric Vehicles (inside.com/evs),https://x.com/auto,auto,False,2023-01-20 17:49:16+00:00,False,Tesla just started an EV price war that it will likely win https://t.co/CYMHpRXAoA https://t.co/Ib2D6FMUXt,1616493076125745152,0,0,0,148,0,https://pbs.twimg.com/media/Fm7v4kxaUAEKjFp.jpg,False,,,,,en
electric vehicles,"https://x.com/search?q=""electric vehicles"" lang:en until:2023-01-21 since:2023-01-20&src=typed_query",Inside Electric Vehicles (inside.com/evs),https://x.com/auto,auto,False,2023-01-20 20:49:20+00:00,False,"Podcast: EV price war, Tesla demand boom, cheaper EVs, and more https://t.co/SimDr6gtuB https://t.co/ZtvGi17DoD",1616538388760526849,0,0,0,164,0,https://pbs.twimg.com/media/Fm8ZGKbaAAMPrc0.jpg,False,,,,,en
