,UTC_Time,Date,Tweet_Content,Manual_Training_Labels,Manual_Testing_Labels
2113,2023-01-22 06:15:01+00:00,2023-01-22,Tesla's Price Cuts Result in Skyrocketing Consumer Interest on Edmunds - https://t.co/ankP2kgijQ https://t.co/LzolHyygQW,nan,nan
2114,2023-01-22 20:01:35+00:00,2023-01-22,"Countries throughout the #Arab region have pledged to adopt electric vehicles and further invest in the development of this promising industry.

More in this new #ESCWA report on e-mobility in the region 👉 https://t.co/sUJZRFp0nk. https://t.co/OXkkq2eLru",nan,nan
2115,2023-01-22 07:09:10+00:00,2023-01-22,"Despite efforts to conserve foreign exchange reserves by restricting imports, #Pakistan spent $1.2 billion (or Rs 259 billion) on the import of transportation items, including luxury cars, high-end electric vehicles, and their parts, during the last six months. https://t.co/wrUuNBlpwt",nan,nan
2116,2023-01-22 04:46:07+00:00,2023-01-22,Up Close With Tesla's Heat Pump Technology - https://t.co/56uFAcy5lc https://t.co/0EGEVo0i2E,nan,nan
2117,2023-01-22 06:19:45+00:00,2023-01-22,Izera to Produce Geely-Based Electric Vehicle in Poland by 2025 - https://t.co/zsUYsKeya9 https://t.co/fIgKLaG6DA,nan,nan
2118,2023-01-22 13:36:04+00:00,2023-01-22,"VEHICLE DEALERS WILL IMPORT ELECTRIC CARS
Minister of Energy, Salvador Mansell, revealed that local vehicle distributors have asked the government to expand charging points and centres because they are eager to begin importing electric vehicles using the existing incentive law. https://t.co/ObNbXkXxkY",nan,nan
2119,2023-01-22 05:33:29+00:00,2023-01-22,Here Is Why General Motors Chose a Hybrid Drivetrain Over an All-Electric Chevrolet Corvette - https://t.co/32rgq4v9t5 https://t.co/j4ofWzcleZ,nan,nan
2120,2023-01-22 07:25:33+00:00,2023-01-22,Exploring Solutions to the Environmental Impact of Electric Vehicle Battery Production - https://t.co/oTxROnzPhs https://t.co/039nY0ucYd,nan,nan
2121,2023-01-22 13:26:16+00:00,2023-01-22,NEW - Norwegian shipping company bans the transport of electric vehicles due to fire safety concerns.,nan,nan
2122,2023-01-22 20:50:05+00:00,2023-01-22,Renewable energy and electric vehicles will be required for the energy transition. A study in @NatureComms finds that electric vehicle batteries alone could satisfy short-term grid storage demand by as early as 2030. https://t.co/GcMVPH7R0J https://t.co/ulo54ip2vl,nan,nan
2123,2023-01-22 08:31:05+00:00,2023-01-22,"Kerala based EV startup, Hindustan EV Motors Corporation, is coming up with Kerala's own electric vehicles. The new vehicles –Landi Lanzo e-bike Landi E-Horse, e-scooter Landi Eagle Jet – are introduced with fast charging batteries with flash and fast charging system. #EvStartup https://t.co/1C835zTZgv",nan,nan
2124,2023-01-22 09:27:23+00:00,2023-01-22,NEW - Norwegian shipping company bans the transport of electric vehicles due to fire safety concerns. https://t.co/efl4Fg4lRM,nan,nan
2125,2023-01-22 03:50:44+00:00,2023-01-22,Alpine Plans to Boost Production Volumes with Redesigned Electric A110 and Four Additional EV Model Lines - https://t.co/dHVwIlRbTC https://t.co/gOrBNRnDdq,nan,nan
2126,2023-01-22 13:31:24+00:00,2023-01-22,"Mercedes-Benz Launches All-Electric EQE in Australian Market, Start At AU$134k - https://t.co/ZJkN4YuJUi https://t.co/6A5X1czGIZ",nan,nan
2127,2023-01-22 03:35:36+00:00,2023-01-22,German Officials Confirm Tesla Giga Berlin Facility Ready for Production Ramp - https://t.co/AFUTyEncGX https://t.co/iyPyIOTXmd,nan,nan
2128,2023-01-22 09:07:57+00:00,2023-01-22,"USA: Biden visits Detroit's auto show ahead of speech on electric vehicles https://t.co/yVHkQGETCA 
Please subscribe: @juanbflores https://t.co/v9GtI4PRmI",nan,nan
2129,2023-01-22 03:43:02+00:00,2023-01-22,GM Investigating Compact Electric Pickup to Challenge Gas-Powered Options in Segment - https://t.co/JczjpSur9n https://t.co/7AwCyVxoGX,nan,nan
2130,2023-01-22 08:36:12+00:00,2023-01-22,Aventon Launches Second-Generation Aventure.2 Fat-Tire E-Bike with Range up to 60 miles - https://t.co/YTLfoJlvXk https://t.co/M0ycWrm6ER,nan,nan
2131,2023-01-22 05:49:13+00:00,2023-01-22,Next year they will be slashing prices on electric vehicles. Nobody wants them!,nan,nan
2132,2023-01-22 14:33:22+00:00,2023-01-22,"Aptera Unveils Launch Edition of Solar-Powered Three-Wheeled Electric Vehicle with 40,000 Pre-Orders - https://t.co/8NPEJ1n9kZ https://t.co/sOdrQmv91u",nan,nan
2133,2023-01-22 22:33:18+00:00,2023-01-22,In 10 years all Electric vehicles will be in the ‘city dumps’ #suckers https://t.co/Rd8EJQXfCj,nan,nan
2134,2023-01-22 13:09:53+00:00,2023-01-22,"Wait, what? Wyoming lawmakers push to ban all electric vehicles by 2035 Alberta should do this! https://t.co/gRYlgPmGbD",nan,nan
2135,2023-01-22 11:05:24+00:00,2023-01-22,"What research shows is that even with alternative fuels &amp; electric vehicles, we do need many more measures to meet the German government transport emission reduction targets. 

And yes that includes a #Tempolimit https://t.co/W6EuKTQglk https://t.co/ivMOpr201a",nan,nan
2136,2023-01-22 02:41:32+00:00,2023-01-22,"With regards electric vehicles I am waiting for @PeterDutton_MP to announce official LNP policy to be 'each EV must be accompanied by a person walking in front, waving a lantern, to warn oncoming motorists'.",nan,nan
2137,2023-01-22 15:10:05+00:00,2023-01-22,Love that our state continues to drive progress in electric vehicles.,nan,nan
2138,2023-01-22 15:42:30+00:00,2023-01-22,"New #EV rules! Hidden COSTS of Electric Vehicles You Didn't Know About
https://t.co/PZrUD8XhuP",nan,nan
2139,2023-01-22 10:36:49+00:00,2023-01-22,[Motoring] Tesla slashes prices by 20% globally on its electric vehicles https://t.co/50aVQBdMmK via @TechDailyPost,nan,nan
2140,2023-01-22 12:00:10+00:00,2023-01-22,What is bidirectional charging in electric vehicles? | Car Doctor https://t.co/YreoNlG6Xg,nan,nan
2141,2023-01-22 10:15:55+00:00,2023-01-22,‘Everyone wants a piece’: Are electric vehicles Australia’s opportunity of a lifetime? https://t.co/NYVCyEq4FL,nan,nan
2142,2023-01-22 19:03:23+00:00,2023-01-22,"Reminder that current cobalt mining in the Congo is extremely unethical &amp; most of the production for Cobalt currently comes from workers in the Congo.

Cobalt is used in electric vehicles, so there’s a high demand.

Electric vehicles = good
Current production for some of it = bad",nan,nan
2143,2023-01-22 22:46:17+00:00,2023-01-22,Everyone is cranking out the electric vehicles?! Are we going to find a way to keep our gas and some control over Our Lives?! 🤔,nan,nan
2144,2023-01-22 05:05:01+00:00,2023-01-22,"#Alaska Prepper Channel 🏕️ WHEN YOU FIND OUT THAT ELECTRIC VEHICLES COST YOU MORE MONEY AND TIME!

https://t.co/C6MnBgjRSq

#akleg",nan,nan
2145,2023-01-22 21:00:30+00:00,2023-01-22,"""The creation of such an electric infrastructure, with 500,000 stations in rural and urban locations from coast to coast, will likely usher in nothing short of a revolution in transportation in America."" https://t.co/d1lziOt71s",nan,nan
2146,2023-01-22 11:51:41+00:00,2023-01-22,"Electric vehicles are a scam, if everyone in the world moved to EV's right now it wouldn't make even 1% difference to global warming, it's simple... All THEY want is your money, or to be in debt forever and never own anything.",nan,nan
2147,2023-01-22 20:49:15+00:00,2023-01-22,Tesla leaks ‘Magic Dock’ CCS adapter ahead of opening its Supercharger network https://t.co/gpR4NtYU7r https://t.co/DSOXxzeepw,nan,nan
2148,2023-01-22 19:48:28+00:00,2023-01-22,"Toyota, the worlds largest automaker, knows there is not enough of the Rare Earth Minerals needed to make millions of electric vehicles. This is coming from a pioneer in EV technology that instead will focus on Hybrids, Next Gen ICE &amp; Hydrogen powered vehicles.",nan,nan
2149,2023-01-22 18:45:35+00:00,2023-01-22,"Three minutes by CA congressman Tom McClintock on how Democrats mandates for electric vehicles PLUS their anti-mining policies are mutually contradictory. These policies will backfire at the polls. Rs and Ds should watch this. https://t.co/MpoYWjps1I

TY to @EnergyAbsurdity",nan,nan
2150,2023-01-22 23:02:36+00:00,2023-01-22,‘Everyone wants a piece’: Are electric vehicles Australia’s opportunity of a lifetime? https://t.co/YhlHh2ximx,nan,nan
2151,2023-01-22 15:49:41+00:00,2023-01-22,"Wyoming Bans Sale Of Electric Vehicles by 2035 - What State is Next?
https://t.co/0zEW3fn2xB",nan,nan
2152,2023-01-22 20:06:19+00:00,2023-01-22,"FYI:  The Government is in bed with Uber.

2019
Uber unveils infrastructure principles calling for federal investment, innovation
The ride-hailing company said Congress should invest in roads and bridges, and help pave the way for the onset of autonomous and electric vehicles.",nan,nan
2153,2023-01-22 02:37:51+00:00,2023-01-22,"EV Vs Diesel cost of 350mile trip £90 Vs £50. Electric vehicles are just a con.

https://t.co/Nw0baHWd3S",nan,nan
2154,2023-01-22 16:00:31+00:00,2023-01-22,"I've got a great idea... well at least I think it's a great idea... Since the state is so convinced that we should all drive electric vehicles all state-owned vehicles should be electric, including police vehicles.",nan,nan
2155,2023-01-22 19:00:00+00:00,2023-01-22,"Federal rebates are now available for EV cars. I know that Salt Lakers value clean air and our climate, and electric vehicles are an important part of preserving both. If you’re in the market for an EV, be sure to see if you qualify.  https://t.co/LEUAlhIWL1",nan,nan
2156,2023-01-22 15:42:16+00:00,2023-01-22,"WEF VIP Driver Says He's Not Allowed to Drive Elites in Electric Vehicles, Reveals Why via @WestJournalism https://t.co/eAOZ3bko4H",nan,nan
2157,2023-01-22 23:56:31+00:00,2023-01-22,"1/ After $Billions in tax and rebate incentives for electric vehicles, inducements such as allowing them special lane privileges, and sky-high, inflation-gone-mad gasoline prices, and ethanol robbery of octane and fuel economy, only 6.1% of vehicle registrations are for EVs.",nan,nan
2158,2023-01-22 19:20:04+00:00,2023-01-22,"The state with the smallest population in the country has made a biggie-sized statement on electric vehicles. A handful of lawmakers are saying, “Keep your electric vehicles in California, thanks.” In the Wyoming state Senate, a resolution to phase out a… https://t.co/90cY4IUvOs",nan,nan
2159,2023-01-22 22:08:35+00:00,2023-01-22,"“Whatever the winning technologies for batteries, EVs (electric vehicles), renewable energy, etc, will be in the future, they all need #copper…”

https://t.co/1FJwZfeRbj",nan,nan
2160,2023-01-22 08:55:53+00:00,2023-01-22,"""Electric Vehicles and driverless cars are the future. As long as technology allows, Safari Buddy, is committed to providing the latest solutions to the challenges facing humanity,"" Davilla Nasra.

#PCTechUpdates | @iam__one

https://t.co/urrsm1nPw6",nan,nan
2161,2023-01-22 03:25:24+00:00,2023-01-22,Saudi Arabia to Build Electric Vehicles With Apple Supplier Foxconn - WSJ https://t.co/xk33sSxUqZ,nan,nan
2162,2023-01-22 22:00:25+00:00,2023-01-22,"Electric Vehicles Promote Tyranny and Human Rights Abuses

via @ghlionn for Human Events:
       
https://t.co/LEs2FevAFC",nan,nan
2163,2023-01-22 10:55:21+00:00,2023-01-22,"'The Achilles heel for electric vehicles': EVs, cold weather and a lack … – The Globe and Mail https://t.co/k2NfVH5Qka https://t.co/3GbFCUGiF8",nan,nan
2164,2023-01-22 11:21:59+00:00,2023-01-22,Sunday morning catch-up of the @LateBrakeShow episodes. I wish @Carpervert would stop making electric vehicles appealing! Quite a fan of that Jeep!,nan,nan
2165,2023-01-22 20:22:52+00:00,2023-01-22,"Electric vehicles currently make up about 5% of new car sales in the United States. While they have received a lot of attention in the last several years, there is still a long way to go before American roads are dominated by electric vehicles.",nan,nan
2166,2023-01-22 20:54:14+00:00,2023-01-22,"‘Everyone wants a piece’: Are electric vehicles Australia’s opportunity of a lifetime? https://t.co/igj85KijX1 Australia has an incredible shortsightedness, and unwillingness to invest in homegrown technology- RT @BrentHodgson",nan,nan
2167,2023-01-22 23:09:48+00:00,2023-01-22,Republicans want to eliminate electric vehicles,nan,nan
2168,2023-01-22 22:56:10+00:00,2023-01-22,"Via CleanTechnica: "" BEV Sales Double In South Africa In 2022, Plenty More Room For Growth: "" data-medium-file=""https://t.co/x4Z1bBOY7W"" data-large-file=""https://t.co/U3u0cC7g8c"" /&gt;Sales of battery electric vehicles breached the 500… https://t.co/yf7eQ1wKc2 "" #Renewable #Energy https://t.co/OV7U1IWAeC",nan,nan
2169,2023-01-22 21:38:00+00:00,2023-01-22,"Electric cars have long been marketed as environmentally friendly, but can they do enough to lower carbon emissions? @parismarx breaks down their environmental impact: https://t.co/QHNFpp0LTx",nan,nan
2170,2023-01-22 01:16:01+00:00,2023-01-22,"Car-share operations are turning to electric vehicles as they reimagine the service as an affordable, nonprofit transportation business model. The shift is helping to serve low-income communities where mobility options are limited. https://t.co/dT66fwKuaq",nan,nan
2171,2023-01-22 12:30:35+00:00,2023-01-22,I can understand this being imposed on all electric vehicles as they aren’t helping to pay/maintain the roads. Gas powered vehicles are already paying at the pump.,nan,nan
2172,2023-01-22 17:26:17+00:00,2023-01-22,"Electric vehicles steal the limelight at Auto Expo 2023 | Read More...https://t.co/YyqbI1lIfu

#AutoExpo2023 #AutoExpo #MarutiSuzuki #Hyundai #Kia #TataMotors #MGMotor #ev #electricscooter #electricbike #electricvehicle #chargingstations #electricvehicle #electricmobility https://t.co/TL41RNbIcW",nan,nan
2173,2023-01-22 15:32:53+00:00,2023-01-22,"I'm super pro electric vehicles, solar energy, faster travel, social networks, space exploration.

But having Elon in charge of any of those companies are dangerous for humanity and leads to radicalization of societies. Not a fit!",nan,nan
2174,2023-01-22 16:18:44+00:00,2023-01-22,"Insurance companies are becoming hesitant to provide coverage for electric vehicles owing to the high risk involved. Spare parts unavailability is the cause.

https://t.co/4yBPPtsy8z",nan,nan
2175,2023-01-22 18:47:00+00:00,2023-01-22,“Range anxiety?” We’ve got you covered. Charging an electric vehicle is easier than you may think! #Hertz #HertzEV #HertzLetsGo https://t.co/zUlpPZixRn,nan,nan
2176,2023-01-22 20:06:13+00:00,2023-01-22,"China's shift to electric vehicles is impressive. 

But EVs still require considerable fossil fuel to generate their electricity. Some argue that they are less efficient than Internal Combustion engine cars 

https://t.co/O8yqUOg3g6",nan,nan
2177,2023-01-22 21:31:38+00:00,2023-01-22,"An Australian company which makes 1000 fast charger stations for electric vehicles every month from two factories, in theory should be a sharemarket winner. But its share price has plunged in the US.  https://t.co/cqce0oaewP",nan,nan
2178,2023-01-22 22:15:11+00:00,2023-01-22,#Electric Vehicles and Your Smart City with guest Eduard Fidler / Hosted by Jim Frazer / The #SmartCities #Podcast https://t.co/SS2SlMNM9y,nan,nan
2179,2023-01-22 21:00:25+00:00,2023-01-22,"Big developments in hydrogen refuelling 

@nikolamotor has developed a heavy-duty, 700 bar #hydrogen mobile refueller for hydrogen #fuelcell electric vehicles (#FCEVs). #H2View #repost

https://t.co/ExrhsP7T4i",nan,nan
2180,2023-01-22 06:54:14+00:00,2023-01-22,Toyota hasn’t just been slow to electric cars. It’s tried to stop them. https://t.co/IBTCJpwCdS,nan,nan
2181,2023-01-22 09:00:03+00:00,2023-01-22,Letter: Where will power for electric vehicles come from? - Monroe Evening News https://t.co/v93c4xb4s6 https://t.co/S3HMuas1QT,nan,nan
2182,2023-01-22 00:45:00+00:00,2023-01-22,"Where will we charge the electric vehicles of the future?

Watch video
https://t.co/ce88bs2Yb0",nan,nan
2183,2023-01-22 22:34:17+00:00,2023-01-22,"The Week of January 16, 2023: Electric vehicles, the debt ceiling, regulation, the Fed, ESG, and much, much more. | @AStuttaford 
 https://t.co/UL8iu3EusW",nan,nan
2184,2023-01-22 13:39:53+00:00,2023-01-22,Our energy secretary on a mission to build transmission and large-scale energy in remote places. Transmission causes wildfires and they don't melt the steel and build the projects with electric vehicles. Huge carbon footprint.,nan,nan
2185,2023-01-22 15:30:08+00:00,2023-01-22,"While some U.S. states are actively seeking to ban the sale of gas-powered vehicles, with California and New York already moving to ban them by 2035, several Wyoming lawmakers have proposed banning the sale of electric vehicles instead. https://t.co/AfTzseLaJF",nan,nan
2186,2023-01-22 23:28:45+00:00,2023-01-22,"Why do we need coal-powered plants?  Just throw a couple Electric Vehicles in every now and then, it'd be almost like free energy.  Those things burn forever.",nan,nan
2187,2023-01-22 18:06:07+00:00,2023-01-22,"Electric vehicles are more than just personal vehicles; they're a network of immense electric energy storage. With more EVs on the roads in 2023, we'll have a massively distributed network that can send power from vehicles.  https://t.co/qUlHxa4bcd",nan,nan
2188,2023-01-22 13:31:30+00:00,2023-01-22,Great to see CABEI continuing to provide leadership in bringing electric vehicles to Central America! @CABEI_Org,nan,nan
2189,2023-01-22 11:09:18+00:00,2023-01-22,Daily News |  2023 Philadelphia Auto Show features more electric vehicles and more ways to ride in cars https://t.co/7BbQiVi386,nan,nan
2190,2023-01-22 07:23:53+00:00,2023-01-22,"Is it just me, or are about 80% of car commercials these days about electric vehicles? 🤔",nan,nan
2191,2023-01-22 17:47:05+00:00,2023-01-22,"The benefits of electric vehicles go beyond CO2. A must read article

The other benefit of electric vehicles | Proceedings of the National Academy of Sciences https://t.co/6fhlEWdsPC",nan,nan
2192,2023-01-22 20:06:35+00:00,2023-01-22,All electric vehicles vs Hybrid:  pros and cons; Go! https://t.co/c2IJaJ0NGq,nan,nan
2193,2023-01-22 02:20:30+00:00,2023-01-22,"3 words @CMShehbaz 
WHY?
$1.2 billion Rs259 billion spent on imports of transportation items including luxury cars, high-end electric vehicles, and their parts during the last six months.
#shameful when citizens trampled in queues for atta",nan,nan
2194,2023-01-22 06:22:15+00:00,2023-01-22,From The Newsroom: Group calls for state plan to recoup road funding lost due to electric vehicles https://t.co/uwiniQVWYq,nan,nan
2195,2023-01-22 02:21:18+00:00,2023-01-22,"The remedy?
Electric Vehicles!",nan,nan
2196,2023-01-22 18:47:04+00:00,2023-01-22,Tata Motors says govt subsidies needed till penetration of electric vehicles crosses particular threshold https://t.co/2FlbPX8AkB,nan,nan
2197,2023-01-22 15:00:48+00:00,2023-01-22,"Australia has an incredible shortsightedness, and unwillingness to invest in homegrown technology.

Startups moving offshore. RAT tests exported and not approved for local use. Electric cars. Battery production…

If it’s not a mine, a bank or a farm, 🤷🏻‍♂️

https://t.co/MuEGVbRhGr",nan,nan
2198,2023-01-22 09:15:07+00:00,2023-01-22,78th Montreal Auto Show features more electric vehicles than ever  https://t.co/sJnUK4UBfz,nan,nan
2199,2023-01-22 15:00:40+00:00,2023-01-22,"Mayor Adams announced @nycgov will replace nearly 925 fossil fuel-powered vehicles with electric vehicles and install 315 new #EV chargers. #electricenergy
 https://t.co/ZthFPRnuzW",nan,nan
2200,2023-01-22 14:36:04+00:00,2023-01-22,"“The future of Arcimoto, the Oregon-based maker of fun, three-wheeled electric vehicles, is unclear.”

https://t.co/gcTAYreAcj

#Arcimoto #EVs #ElectricVehicles",nan,nan
2201,2023-01-22 15:30:59+00:00,2023-01-22,"#Wyoming lawmakers push to ban electric vehicles by 2035 - is this a step backward for clean energy?""
 https://t.co/hSMWGpD9lc  #EV #AutoWorld #CarTalk",nan,nan
2202,2023-01-22 14:20:30+00:00,2023-01-22,"Govt schemes needed till penetration of electric vehicles crosses particular threshold: Girish Wagh

https://t.co/IHHQ4BDdhx",nan,nan
2203,2023-01-22 13:35:50+00:00,2023-01-22,‘Everyone wants a piece’: Are electric vehicles Australia’s opportunity of a lifetime? https://t.co/9OVe9XOybD by @pwhatch &amp; @NickToscano1 via @theage #EVs #electricvehicles #auspol #vicpol #springst 🚘⚡️🇦🇺🇨🇳🇺🇸💵,nan,nan
2204,2023-01-22 22:31:02+00:00,2023-01-22,My 10 y.o bimbo had fallen in love with chatgpt and is now researching how to build electric vehicles right from the horse's mouth.,nan,nan
2205,2023-01-22 02:39:20+00:00,2023-01-22,"Most BEVs are powered by lithium-ion batteries. These have decreased substantially in price since they first started appearing in electric vehicles, making electric lorry fleets a lot more financially viable. 
 https://t.co/SaxPST9ryk",nan,nan
2206,2023-01-22 18:39:24+00:00,2023-01-22,"Electric Vehicles: Unhappy Trails 

@NRCapMatters 

https://t.co/aRxg93TUqR",nan,nan
2207,2023-01-22 21:34:06+00:00,2023-01-22,"Energies, Vol. 16, Pages 1214: Adaptive-Energy-Sharing-Based Energy Management Strategy of Hybrid Sources in Electric Vehicles https://t.co/OiD7ded2AW",nan,nan
2208,2023-01-22 13:48:52+00:00,2023-01-22,"Support provided by the #government to promote #EV through #schemes need to be continued till penetration of such automobiles crosses a particular threshold, according to #TataMotors Executive Director Girish Wagh.

https://t.co/Bed7qOoiZV",nan,nan
2209,2023-01-22 15:04:05+00:00,2023-01-22,'Reducing global reliance on fossil fuels is undoubtedly a crucial part of tackling climate change. But gambling the health of the ocean isn’t worth the risk.' #StopDeepSeaMining https://t.co/0l0zEf5kiH,nan,nan
2210,2023-01-22 20:32:51+00:00,2023-01-22,"Are electric vehicles really the “green answer” that is vastly advertised?!?

Check the facts for yourself… 

Fantastic work here by @JohnLeePettim13",nan,nan
2211,2023-01-22 16:22:10+00:00,2023-01-22,Letter: Where will power for electric vehicles come from? - Monroe Evening News https://t.co/kd7896zXhM,nan,nan
2212,2023-01-22 22:01:01+00:00,2023-01-22,Where will power for electric vehicles come from? |… https://t.co/eFtlBKDlGG,nan,nan
2213,2023-01-22 17:51:40+00:00,2023-01-22,"Wait, what? Wyoming lawmakers push to BAN sales of all electric vehicles by 2035 -Financial Post #EV #electricvehicles #cars  https://t.co/8Di0Goiu40",nan,nan
2214,2023-01-22 10:47:38+00:00,2023-01-22,"The way oil is being discovered in new places across Africa like in Guyana, Gombe/Bauchi border and the likes of Nasarawa, the total paradigm shift of Electric vehicles could wait for another 5 decades or more",nan,nan
2215,2023-01-22 02:13:29+00:00,2023-01-22,Congo is to Electric Vehicles what Saudi Arabia is to Internal Combustion Engine https://t.co/mjJuEGqgcE,nan,nan
2216,2023-01-22 11:23:43+00:00,2023-01-22,‘Everyone wants a piece’: Are electric vehicles Australia’s opportunity of a lifetime? https://t.co/qECnPnvW1b,nan,nan
2217,2023-01-22 06:05:45+00:00,2023-01-22,"#TataMotors wants government to continue subsidy on electric vehicles

Here’s why!

https://t.co/3E4UJPEk3X",nan,nan
2218,2023-01-22 06:41:46+00:00,2023-01-22,If I ever hit the lottery I'm going to buy electric vehicles for all my poor friends!,nan,nan
2219,2023-01-22 11:14:06+00:00,2023-01-22,"""Electric Car News: What is bidirectional charging in electric vehicles? | Car Doctor #News"": https://t.co/vU1nX9l2hB",nan,nan
2220,2023-01-22 11:15:02+00:00,2023-01-22,"‘Everyone wants a piece’: Are electric vehicles Australia’s opportunity of a lifetime?
https://t.co/Jt93LOiMrB",nan,nan
2221,2023-01-22 07:57:58+00:00,2023-01-22,"Govt schemes needed till penetration of electric vehicles crosses particular threshold, says Girish Wagh #ETIndustryNews https://t.co/VNyD8Hmfag",nan,nan
2222,2023-01-22 18:24:24+00:00,2023-01-22,"If there’s one thing Toyota and its executives have made clear over the past 20 or so years, it’s that they aren’t too keen on electric vehicles https://t.co/Q33Km4LAi4",nan,nan
2223,2023-01-22 20:23:01+00:00,2023-01-22,"As demand for electric vehicles ramps up, environmental stumbling blocks have emerged. #EVs #renewables",nan,nan
2224,2023-01-22 10:22:47+00:00,2023-01-22,"The head of Swiss sports bike maker KTM, which claims to be the world's No 1 premium motorbike brand and also sells tens of hundreds of e-bikes in Europe, is not confident of the capability of electric vehicles beyond a point and feels that optimism https://t.co/W0G0pTQeOy",nan,nan
2225,2023-01-22 12:20:02+00:00,2023-01-22,"Electric vehicles took two of three categories for the first time in this year’s North American Car, Truck and Utility of the Year awards. https://t.co/hniJVdLgUZ",nan,nan
2226,2023-01-22 22:54:40+00:00,2023-01-22,"Small firms to get discounts on electric vehicles to help them go green under Labour plan - The Mirror #News https://t.co/6EAkD7AxM0 
#News #BreakingNews",nan,nan
2227,2023-01-23 21:59:08+00:00,2023-01-23,Switzerland 🇨🇭  Banning Electric Vehicles Due To Excessive Energy Use 🚗 https://t.co/PJvUyLtbA5,nan,nan
2228,2023-01-23 13:30:10+00:00,2023-01-23,"We have the right charging solution for every fleet operator, no matter where they are on their #EV journey.  

Our scalable solutions include AC, DC chargers and advanced wireless charging for your electric vehicles. Plus, we're commercializing containerized charging. https://t.co/i9deLe8Xof",nan,nan
2229,2023-01-23 12:45:58+00:00,2023-01-23,Another award for the cabinet 👌 from @motonovofinance 🤝 https://t.co/glsqaP19GY,nan,nan
2230,2023-01-23 17:24:49+00:00,2023-01-23,"Innovation drives us towards a more sustainable future, that's why we are proud to announce a letter of intent for the supply of 100 #Nikola TRE Fuel Cell Electric Vehicles to  GP JOULE. We will bring #hydrogen mobility to customers. Join us on the road of change. https://t.co/ChbNjOTwhR",nan,nan
2231,2023-01-23 16:16:25+00:00,2023-01-23,Sweden is building a road that recharges electric vehicles that drive over it. https://t.co/oCmZ9yntRN,nan,nan
2232,2023-01-23 22:47:45+00:00,2023-01-23,"The TRUDEAU gathering, in Hamilton. Are they electric vehicles?

#Canada #Trudeau #Cdnpoli https://t.co/o7xlA3w7Lm",nan,nan
2233,2023-01-23 14:36:17+00:00,2023-01-23,"According to the reports, cash-strapped #Pakistan has spent $1.2 billion on the imports of transportation items like luxury cars and electric vehicles during the last six months.

@nehakhanna_07 brings you this report by @AnasMallick 

Watch more: https://t.co/AXC5qRuO3J https://t.co/tlfMUbjiBd",nan,nan
2234,2023-01-23 20:42:06+00:00,2023-01-23,"Ford plans to cut about 3,200 jobs across Europe, following workforce reductions in the US as the automaker slashes costs in a shift toward electric vehicles https://t.co/aKmJqFvSlS https://t.co/LjRJDsa7EC",nan,nan
2235,2023-01-23 14:37:50+00:00,2023-01-23,"ELECTRIC FUTURE 🇳🇬 @KTP92 

Ming Xin Mineral Separation Nig Ltd is currently building Nigeria's first lithium processing plant in Maraban Jos, Kaduna and it is scheduled to be operational in April 2023. 

As the world shifts towards electric vehicles, this plant will be crucial https://t.co/wE7DDdJptI",nan,nan
2236,2023-01-23 20:53:03+00:00,2023-01-23,"Ready to ditch high gas prices, while fighting climate change? Learn from @sfgov staff on how to cut your costs &amp; get thousands of dollars in rebates/tax credits for electric vehicles &amp; electric energy-saving appliances at home. https://t.co/2fYwXCtwrA",nan,nan
2237,2023-01-23 17:12:25+00:00,2023-01-23,"Our @IVECO brand and @nikolamotor today announced a Letter of Intent for an order of 100 Nikola Tre hydrogen Fuel Cell Electric Vehicles from GP JOULE, a system provider of integrated energy solutions based in Germany.
#Sustainability #WeGoBeyond https://t.co/kHNkIaKX7A",nan,nan
2238,2023-01-23 13:01:32+00:00,2023-01-23,Good morning with good news: EVs were 18.8% of new cars sold in California for all of 2022! Nearly 1.4 million EVs have been bought in California to date. California is leading USA to transition from oil burning vehicles to electric vehicles. https://t.co/LZiXRKfKUh,nan,nan
2239,2023-01-23 19:02:01+00:00,2023-01-23,"U.S. Army Garrison Presidio of Monterey has installed 3 solar-powered chargers for electric vehicles on post, beginning the garrison’s mandated switch to electric vehicles. #ArmyEnergy #Armyof2030 https://t.co/KoZ4ENZahP https://t.co/nyVcbE89rF",nan,nan
2240,2023-01-23 19:07:23+00:00,2023-01-23,"Year 4 @PBISVlastina are excited about their PBL project. This week, their task is to design new sustainable buses for our school. Today, we started our project wall, started researching, and made some Top Trump cards for existing electric vehicles 🚍#pbl #year4 https://t.co/IC8dp9QzKS",nan,nan
2241,2023-01-23 15:44:19+00:00,2023-01-23,"Avatr Begins Production and Deliveries of First Model, Plans for 100,000 Orders and Four Models by 2025 - https://t.co/wxSCcOq2tm https://t.co/EfdNMV7tzR",nan,nan
2242,2023-01-23 18:34:22+00:00,2023-01-23,Rice University announces new process to revive lithium-battery anodes for reuse https://t.co/btDeRbqDp5 https://t.co/qLwgIwkdVz,nan,nan
2243,2023-01-23 16:01:48+00:00,2023-01-23,"Why the Government has to go beyond cars to cut transport emissions. To reduce transport emissions, we must switch from policies favouring electric vehicles to ones around active travel schemes. By Amy Hollands &amp; @VeraRORiordan @eriucc @MaREIcentre @UCC https://t.co/FckNWEq3u0 https://t.co/zmJ3QlRaGD",nan,nan
