,UTC_Time,Date,Tweet_Content,Manual_Training_Labels,Is_Training,Manual_Testing_Labels,Is_Testing
2146,2020-02-12 17:00:19+00:00,2020-02-12,Electric vehicles (EVs) are an important part to reducing greenhouse gas emissions and tackling #ClimateChange impacts. Here are 4 trends that electric trucks and buses are revving up #transportation @EDFEnergyEX,nan,0,nan,0
2147,2020-02-12 21:29:39+00:00,2020-02-12,"Research and testing are ongoing worldwide on the viability or “concrete ‘eRoads’ that would inductively charge EVs as they travel. This exciting innovation that could encourage the adoption of electric vehicles worldwide. 
https://t.co/PL82bL4ze2
.
#paveahead #buildwithstrength",nan,0,nan,0
2148,2020-02-12 10:18:20+00:00,2020-02-12,Nissan drops 5-track EP to help children sleep in electric vehicles https://t.co/jrOaQ60qyL https://t.co/Y6ipdilP8o,nan,0,nan,0
2149,2020-02-12 22:44:15+00:00,2020-02-12,"At #iaee2020nz energy economics conference, strong presence by @ANUEnergyChange / @ANUCrawford. Talks by ANU researchers on electricity markets, governing energy transition, hydrogen costs, energy efficiency, electric vehicles, carbon prices and more.

https://t.co/7dPNJOFKOc https://t.co/jgL2qy21Il",nan,0,nan,0
2150,2020-02-12 21:57:11+00:00,2020-02-12,Coming soon?,nan,0,nan,0
2151,2020-02-12 16:44:19+00:00,2020-02-12,The latest data affirms that driving on electricity produces significantly fewer global warming emissions than using gasoline and the numbers are only getting better over time. #EV https://t.co/89UHX5qNPQ,nan,0,nan,0
2152,2020-02-12 13:03:31+00:00,2020-02-12,"Indian and international electric vehicles (EVs) and how much they can run on a single charge

#electricvehicles #EVs #cars #automobile #internationalvehicles  #tesla #hyundai  #kia  #chevrolet  #tatanexon  #latestnews  #carsupdate  #business  #news  #trends  #businesstoday https://t.co/8FbgPdGPFV",nan,0,nan,0
2153,2020-02-12 13:00:16+00:00,2020-02-12,"We are ready to Amp It Up in Bhopal with our new store.
Get ready to experience the stylish, reliable and affordable Ampere Electric scooters now in Bhopal at Rishabh Automobiles.2-A, Govind Garden,Opp. Bijli Colony gate, Raisen Road, Bhopal, 462023. #Dealership #Showroom #Bhopal https://t.co/jpsTIgMKHq",nan,0,nan,0
2154,2020-02-12 09:23:29+00:00,2020-02-12,#Nissan drops #5-track #EP to help children sle#EP in electric vehicles https://t.co/6Yp7Gvskcl @mattbeedham https://t.co/MN50gKJfV9,nan,0,nan,0
2155,2020-02-12 12:57:28+00:00,2020-02-12,Companies want electric vehicles - but where are they? https://t.co/KJPbOkiB6F,nan,0,nan,0
2156,2020-02-12 17:54:52+00:00,2020-02-12,"Building on @MassGovernor's leadership on #cleantransportation, the MOR-EV rebate program has been extended through 2021. Eligible consumers can apply for a $1,500-2,500 rebate on qualifying electric vehicles. Learn more: https://t.co/tN1SJQxW1a",nan,0,nan,0
2157,2020-02-12 10:34:36+00:00,2020-02-12,BASF further invests in Europe to strengthen global leadership position for battery materials for electric vehicles https://t.co/nrpSaigRqd,nan,0,nan,0
2158,2020-02-12 18:58:33+00:00,2020-02-12,Electric Vehicles And Solar Technology – The New Era Of Energy Revolution - Yahoo Finance https://t.co/V2mnsJtGNp,nan,0,nan,0
2159,2020-02-12 10:20:19+00:00,2020-02-12,"Kia : HYUNDAI MOTOR GROUP, CANOO TO CO-DEVELOP ALL-ELECTRIC PLATFORM FOR FUTURE ELECTRIC VEHICLES https://t.co/eoKnULutaF",nan,0,nan,0
2160,2020-02-12 23:13:38+00:00,2020-02-12,"This map not only demonstrates just how much more efficient electric vehicles are than gas-powered ones, but also that the central midwest, plains, and mountain states (and Hawaii!) need to shift more quickly to renewable power production.",nan,0,nan,0
2161,2020-02-12 03:34:52+00:00,2020-02-12,Hyundai taps EV startup Canoo to develop electric vehicles https://t.co/Jh0aQa2HYc https://t.co/7m5M93Xcqh,nan,0,nan,0
2162,2020-02-12 14:31:02+00:00,2020-02-12,BASF further invests in Europe to strengthen global leadership position for battery materials for electric vehicles. Learn more here: https://t.co/SJlICf1IA8 https://t.co/V7qgGa9Foq,nan,0,nan,0
2163,2020-02-12 08:57:01+00:00,2020-02-12,Q&amp;A: EcoHZ on how electric vehicles found success in Norway - Power Technology https://t.co/LPAemdGOzi,nan,0,nan,0
2164,2020-02-12 08:08:27+00:00,2020-02-12,Hyundai taps EV startup Canoo to develop electric vehicles https://t.co/mWlUvXanTh  by kirstenkorosec https://t.co/58frnNkkwa,nan,0,nan,0
2165,2020-02-12 17:00:55+00:00,2020-02-12,"people seriously have no clue about cells, modules, and battery packs and how they matter for electric vehicles",nan,0,nan,0
2166,2020-02-12 15:11:04+00:00,2020-02-12,"Romania to invest EUR 53 million in stations for hybrid, electric vehicles - Balkan Green Energy News https://t.co/1je6PXJSkl",nan,0,nan,0
2167,2020-02-12 01:21:02+00:00,2020-02-12,Hyundai will build electric vehicles with EV startup Canoo https://t.co/urszlqIEQ4 via @sokane1 https://t.co/QrFLCcAeJ9,nan,0,nan,0
2168,2020-02-12 15:44:07+00:00,2020-02-12,Electric Vehicles And Solar Technology – The New Era Of Energy Revolution - Benzinga https://t.co/SQNGNsxsGn,nan,0,nan,0
2169,2020-02-12 03:55:34+00:00,2020-02-12,All “luxury car tax” should be eliminated for electric vehicles worldwide. It’s not a “luxury” to pay for an expensive battery! It’s important for air quality.,nan,0,nan,0
2170,2020-02-12 09:13:27+00:00,2020-02-12,6 billion e-kilometers have been driven by #Renault customers in #electric vehicles around the world 😱 https://t.co/24sZMwSdZW,nan,0,nan,0
2171,2020-02-12 06:30:25+00:00,2020-02-12,"Ampere is bringing electric vehicles across India. Stay tuned to see which city Ampere takes the electric revolution to, next! Comment below with your guesses of which city is pictured here! 
#AmpereElectric #AmpUpYourLife #ElectricScooter https://t.co/rM14ZJc6RY",nan,0,nan,0
2172,2020-02-12 12:00:21+00:00,2020-02-12,Nissan drops 5-track EP to help children sleep in electric vehicles https://t.co/kVWvaSLNTN,nan,0,nan,0
2173,2020-02-12 14:54:10+00:00,2020-02-12,"New @UCSUSA analysis shows driving the most efficient electric car results in up to 10-times lower emissions than the average new gasoline car. ""Are Electric Vehicles Really Better for the Climate? Yes. Here's Why"" https://t.co/IzMVFAKdzr",nan,0,nan,0
2174,2020-02-12 08:23:19+00:00,2020-02-12,Hyundai taps EV startup Canoo to develop electric vehicles https://t.co/9ktV9XvFLJ,nan,0,nan,0
2175,2020-02-12 14:22:44+00:00,2020-02-12,"Hyundai Motor Group, Canoo to co-develop all-electric platform for future electric vehicles https://t.co/MkmDYsGNOc",nan,0,nan,0
2176,2020-02-12 15:47:36+00:00,2020-02-12,Los Angeles mayor wants to have 100% Electric Vehicles in the city by 2050 to improve tailpipe pollution and smoggy air. https://t.co/MoUetYqpi7,nan,0,nan,0
2177,2020-02-12 12:31:30+00:00,2020-02-12,"Petrol and diesel car sales ban could start in 12 years, says Shapps https://t.co/dOXGWbgJmp",Neutral,0,nan,0
2178,2020-02-12 16:11:20+00:00,2020-02-12,"“Spain has taken just one year to reach a goal that was expected to require a decade.“

10X faster than expected. This can be true across many domains - coal, oil, gas, electric vehicles…

https://t.co/WprkWkqJ07",nan,0,nan,0
2179,2020-02-12 05:08:39+00:00,2020-02-12,Interesting... Hyundai will build electric vehicles with EV startup Canoo https://t.co/X5iAkGmfLP,nan,0,nan,0
2180,2020-02-12 22:03:00+00:00,2020-02-12,"“A major shift may be coming… but the US does not have many options… companies are waiting on automakers to catch up with demand.” Listen in as @camilareads looks into the corporate drive for electric vehicles on @NPR @MorningEdition #EV100 

https://t.co/F1VCSx4Mgk",nan,0,nan,0
2181,2020-02-12 08:11:24+00:00,2020-02-12,"Tackling #Jordan's Youth Unemployment in Partnership with the Private Sector

JICA provided a comprehensive training of trainers program to increase the number of technicians who can maintain hybrid and electric vehicles. Please read the full article!
https://t.co/PxDrjHjlc2 https://t.co/hLNxSeTDtA",nan,0,nan,0
2182,2020-02-12 17:38:26+00:00,2020-02-12,"This week: How can you educate your customers about electric vehicles? Come to #2020MES and visit Andre Javier-Barry and Grace Lowe at our booth to find out. Click here to register:
https://t.co/70zMGOcIOs

#EVs #ElectricVehicles https://t.co/192bpR5Ky2",nan,0,nan,0
2183,2020-02-12 22:21:29+00:00,2020-02-12,Kenworth has announced it will collaborate with Meritor on electric powertrain development for Class 8 Kenworth T680E battery-electric vehicles. https://t.co/8aVvImY8b8,nan,0,nan,0
2184,2020-02-12 18:26:01+00:00,2020-02-12,Experience = the cure for common fears related to electric vehicles! 77% of EV owners who were originally worried about insufficient range became less or no longer concerned post purchase. Read more about AAA’s study https://t.co/q5SDV8hmH7 #AAA #electricvehicle #EV #electriccar https://t.co/aoCBRBy3cE,nan,0,nan,0
2185,2020-02-12 08:00:23+00:00,2020-02-12,Govt to scrap registration fees for buying electric vehicles: Javadekar https://t.co/6NsaHyR0cL,nan,0,nan,0
2186,2020-02-12 15:41:14+00:00,2020-02-12,Vehicle remarketing companies face ‘charging crisis’ due to electric vehicles  - LAPV https://t.co/LZ73z0303E,nan,0,nan,0
2187,2020-02-12 11:05:09+00:00,2020-02-12,Driving the shift to electric vehicles https://t.co/fE3Gsqxl8k https://t.co/e10RdP5Xsm https://t.co/AurUV8IQkn,nan,0,nan,0
2188,2020-02-12 06:15:33+00:00,2020-02-12,"Energy density advances and faster charging would unlock EV revolution: With electric vehicles making up only 3% of the global car market last year, analyst WoodMac says battery packs need to be cheaper and lighter and range… https://t.co/yz7ItSi0Y8 #solarenergy #solarpv #solar https://t.co/0Uem6NRjcr",nan,0,nan,0
2189,2020-02-12 16:04:08+00:00,2020-02-12,"Hyundai : HYUNDAI MOTOR GROUP, CANOO TO CO-DEVELOP ALL-ELECTRIC PLATFORM FOR FUTURE ELECTRIC VEHICLES https://t.co/b5nObQpIu6",nan,0,nan,0
2190,2020-02-12 23:24:17+00:00,2020-02-12,"Electric Vehicles - initial layout too expensive, range not good enough, strip mining of planet of materials for batteries, millions of batteries for millions of vehicles and what happens to those batteries when they’re defunct? Not worth all the effort.",nan,0,nan,0
2191,2020-02-12 17:00:01+00:00,2020-02-12,"Ever wondered what the future of transportation will be? Check out Alan Fosters story about Electric Vehicles in Calgary. Follow the link for more https://t.co/rHB41FUysS
#yyc #bystudents4U #electricvehicles",nan,0,nan,0
2192,2020-02-12 16:42:08+00:00,2020-02-12,"SO THE UK &amp; EU WANTS ALL ELECTRIC VEHICLES BY 2025 TO REDUCE CARBON EMISSIONS.
Imagine being stuck in a motorway traffic jam for 3 hours and your battery is about to expire Now there's no power left. The batteries are flat. You will freeze to death. https://t.co/DQZUBti5ri",nan,0,nan,0
2193,2020-02-12 11:00:19+00:00,2020-02-12,"With electric vehicles increasingly becoming part of the company car mix, @CloseBrothersAF #WholesaleFleet takes a look at the impact of the proposed new Benefit in Kind (BIK) rates and how the new bandings have been calculated.
#findoutmore #BIK #Leasing https://t.co/nzhY1BXzpT",nan,0,nan,0
2194,2020-02-12 17:17:56+00:00,2020-02-12,3rd day of the national road trip and a chance to spend some of the day with the national vehicle fleet tech group. Great updates on electric vehicles (so obvious the direction for suppliers - the internal combustion engine looks dead!)  and reg 109 (very much alive!),nan,0,nan,0
2195,2020-02-12 08:04:36+00:00,2020-02-12,Hyundai taps EV startup Canoo to develop electric vehicles https://t.co/FSq5uYNKTI https://t.co/aKViaB2tr7,nan,0,nan,0
2196,2020-02-12 09:37:03+00:00,2020-02-12,Don't expect electric vehicles to account for more than 4 percent over the next decade,nan,0,nan,0
2197,2020-02-12 14:14:50+00:00,2020-02-12,"Electric vehicles for transportation, heat pumps for building space heating and cooling, hydrogen for energy storage, solar and wind for renewable energy to power the electric grid. https://t.co/s6xCiE0G02",nan,0,nan,0
2198,2020-02-12 12:50:24+00:00,2020-02-12,Electric Vehicles in Norway to see Strong Expansion through 2025 https://t.co/SyxJd697k7,nan,0,nan,0
2199,2020-02-12 16:01:43+00:00,2020-02-12,The push to reduce pollution in our cities may be a significant driver for companies switching to electric vehicles. #assetfinance  #cleantech https://t.co/Y5jKXD1gmx https://t.co/TijF3o3DLG,nan,0,nan,0
2200,2020-02-12 09:42:49+00:00,2020-02-12,Nissan drops 5-track EP to help children sleep in electric vehicles - https://t.co/QazIaoSDw6 #LatestComments https://t.co/0oAC9dPrT5,nan,0,nan,0
2201,2020-02-12 10:09:01+00:00,2020-02-12,#auspol #scomo #ScottyFomMarketing  who said electric vehicles can’t pull anything. Technology moving fast. Politicians in Oz open your eyes. Volvo Launches Electric Heavy-Duty Truck Program in California | https://t.co/bsweK7VXxY https://t.co/csbOudoOaQ,nan,0,nan,0
2202,2020-02-12 15:53:32+00:00,2020-02-12,ELECTRIC VEHICLES: Trump targets loan program that could help Ohio plant https://t.co/jE2QZly0kd via @EENewsUpdates,nan,0,nan,0
2203,2020-02-12 09:26:09+00:00,2020-02-12,You know you are a geek when a webinar about 'hourly tariff for charging electric vehicles' excites you. FML.,nan,0,nan,0
2204,2020-02-12 07:37:03+00:00,2020-02-12,"Hyundai taps EV startup Canoo to develop electric vehicles https://t.co/y99aTZb0nt 
#Hyundai #EV #Startup #Canoo #Develop #ElectricVehicles #Hyundai #HyundaiMotors #Platform #LA #LosAngeles #Automaker #Investment #Future #Technology #Cars #Vehicles #Design",Neutral,0,nan,0
2205,2020-02-12 17:58:10+00:00,2020-02-12,"Electric vehicles are good and we need more of them. Let’s get them along with more and better public transit and land use, so people don’t NEED to purchase EVs if they don’t want to.",nan,0,nan,0
2206,2020-02-12 16:54:49+00:00,2020-02-12,"Solid state batteries for electric vehicles, is a developing technology that can increase the range and improve safety of the electric vehicle. 

#ElectricVehicles #GreenTechnology #Future 

https://t.co/ht43TRSodx",nan,0,nan,0
2207,2020-02-12 10:20:03+00:00,2020-02-12,"RT @ZenootUK: Almost 100,000 new electric vehicles to hit UK roads in 2020:
https://t.co/IhukVjVLYB

#ElectricVehicles #Automotive #Manufacturing #Engineering #UKmfg #GBmfg #Growth",nan,0,nan,0
2208,2020-02-12 19:05:03+00:00,2020-02-12,The only public transit agency that takes visitors to Yosemite National Park was awarded $4.3 million in federal funds to jump start its transition to electric vehicles: https://t.co/4cHXQJmPMm,nan,0,nan,0
2209,2020-02-12 15:22:06+00:00,2020-02-12,Nissan drops 5-track EP to help children sleep in electric vehicles https://t.co/g6U42bx8a3,nan,0,nan,0
2210,2020-02-12 18:36:43+00:00,2020-02-12,Battery shortages cause @Jaguar to halt production of @JaguarIPace. @Audi and @Hyundai_Global have also had to delay production of their electric vehicles due to battery constraints. https://t.co/oVaqpQ1jAL @laurenfix,nan,0,nan,0
2211,2020-02-12 04:46:05+00:00,2020-02-12,"The 2020s will be the decade of battery electric vehicles, according to consultancy @WoodMackenzie necessitating increased demand for battery minerals such as #lithium - via @StockheadAU https://t.co/aOOYKOULqB $SYA #Quebec #Canada https://t.co/WF0oh1Y494",nan,0,nan,0
2212,2020-02-12 21:22:10+00:00,2020-02-12,"Have the same thoughts about batteries in electric vehicles. Until they can be popped out, serviced, recharged and recycled, you’re buying something that will eventually become a concrete block on wheels.",nan,0,nan,0
2213,2020-02-12 22:09:00+00:00,2020-02-12,"One way to reach our #ZeroEmissions goals? Increase the number of electric vehicles on our roads. #ElectrifyEverything  |  @cleantechnica
https://t.co/5dLFX0aHTL",nan,0,nan,0
2214,2020-02-12 18:40:01+00:00,2020-02-12,Hyundai will build electric vehicles with EV startup Canoo https://t.co/Z2tRhegQWE,nan,0,nan,0
2215,2020-02-12 19:47:57+00:00,2020-02-12,I'm still trying to work out how they expect those in flats or apartments to be able to charge their electric vehicles…,nan,0,nan,0
2216,2020-02-12 11:35:23+00:00,2020-02-12,"Kia : HYUNDAI MOTOR GROUP, CANOO TO CO-DEVELOP ALL-ELECTRIC PLATFORM FOR FUTURE ELECTRIC VEHICLES https://t.co/EMCgh6daVk",nan,0,nan,0
2217,2020-02-12 08:35:30+00:00,2020-02-12,Hyundai will build electric vehicles with EV startup Canoo https://t.co/nOo0UeNqPF #EdTech,nan,0,nan,0
2218,2020-02-12 18:58:27+00:00,2020-02-12,Totally unworkable. No infrastructure in place. Would cost us dearly to even begin to get a fraction of it in place in that timescale &amp; where are they going to get the power from to charge all these electric vehicles?,nan,0,nan,0
2219,2020-02-12 18:26:00+00:00,2020-02-12,"A new study by the American Automobile Association has found that fear of running out of power and not finding a charging station are the two biggest misgivings car buyers have about investing in electric vehicles.

@MooreHolliday reports.

https://t.co/ax4bOXi2jJ",nan,0,nan,0
2220,2020-02-12 09:37:46+00:00,2020-02-12,"With #electrification playing an increasingly important role in the automotive industry, #Valeo is working on innovative 48V systems to help reduce energy consumption. Fairly affordable, these solutions make hybrid &amp; electric vehicles widely accessible around the globe.",nan,0,nan,0
2221,2020-02-12 03:18:00+00:00,2020-02-12,"Toyota Motor Corp. and Panasonic Corp. will collaborate on developing a new generation of batteries for electric vehicles. The joint venture will begin in April, the two companies said.

#EVs @ToyotaMotorCorp #TOYOTA @panasonic #ElectricCar 
https://t.co/ZbVj8yRRhi",nan,0,nan,0
2222,2020-02-12 13:40:14+00:00,2020-02-12,It's becoming increasingly incongruent for 'the motor industry' to continue to question the consumer demand for electric vehicles when they appear to be rescuing both new and used car markets for further slumps... https://t.co/uSoiaeHB6r,nan,0,nan,0
2223,2020-02-12 05:33:23+00:00,2020-02-12,"Electric vehicles charging infrastructure will be available at every four km in big cities within a year!!
https://t.co/tWM2ob3wVi",nan,0,nan,0
2224,2020-02-12 18:06:27+00:00,2020-02-12,Wow! The demand for electric vehicles is enormous! Bye bye oil dependency! Hello clean energy! Yea!,nan,0,nan,0
2225,2020-02-12 10:00:00+00:00,2020-02-12,"It turns out electric vehicles aren’t all that environmentally friendly to build. So what’s the real reason people want to be seen driving a Tesla?  
#Tesla #ElonMusk #teslastock #ElectricVehicles #environmentallyfriendly #environmental #luxurylifestyle

https://t.co/qAiv5Lhafs",nan,0,nan,0
2226,2020-02-12 21:38:00+00:00,2020-02-12,How much do your peers influence household #energy behaviors? A new review from @KimWolske has been published in @NatureEnergyJnl on peer influence on household energy behaviors such as adopting #solar and purchasing fuel efficient or electric vehicles. https://t.co/usB32UxvtK https://t.co/voov9s0bZT,nan,0,nan,0
2227,2020-02-12 16:56:54+00:00,2020-02-12,"N.J. launches $5,000 rebate for electric vehicles purchases - via @whyy 

Yours truly quoted liberally throughout...

https://t.co/mKjp6oY6oI",nan,0,nan,0
2228,2020-02-12 16:40:09+00:00,2020-02-12,"Can electricity rate design encourage the adoption of electric vehicles in North Carolina? Join @nccleanenergy for a free webinar tomorrow afternoon to learn more. Register at:
https://t.co/w7hytEe1Mn",nan,0,nan,0
2229,2020-02-12 12:01:16+00:00,2020-02-12,The 2020s will be the decade when electric vehicles achieve ubiquity. But to get there we need big data to unlock critical insights into #EV performance and battery degradation. https://t.co/MX9njlZuvi,nan,0,nan,0
2230,2020-02-12 14:19:08+00:00,2020-02-12,Interesting comparison between Indian and international electric vehicles (EVs) and how much they can run on a single charge https://t.co/hCOUCfSpiS,nan,0,nan,0
2231,2020-02-12 16:47:56+00:00,2020-02-12,Electric Vehicles Can Help California Hit 2030 Emissions Reduction Target | CleanTechnica https://t.co/W0jCu441rh,nan,0,nan,0
2232,2020-02-12 07:28:11+00:00,2020-02-12,"Lack of supply delaying switch to electric vehicles, say leading global businesses | The Climate Group https://t.co/ll9kYs5awz",nan,0,nan,0
2233,2020-02-12 21:09:08+00:00,2020-02-12,"Well, this makes for a depressing comparison with Australian “leadership”.

The Netherlands and Electric Vehicles: A Policy Model for the World - Renewable Cities https://t.co/NfWelQ2jgD",nan,0,nan,0
2234,2020-02-12 15:41:58+00:00,2020-02-12,"While promoting sustainable last-mile connectivity in urban spaces this project is facilitating loans for auto drivers to move to electric vehicles.

@NammaAuto @switchasia @EU_Commission @EuropeAid @KSRTC_Journeys @EU_in_India @fondazioneacra @teriin 

https://t.co/ERhHLBJFoh",nan,0,nan,0
2235,2020-02-12 13:40:05+00:00,2020-02-12,A new report has found that that car manufacturers are not keeping up with increased demand for electric vehicles https://t.co/KTKx6AYlAJ,nan,0,nan,0
2236,2020-02-12 15:10:06+00:00,2020-02-12,"Our latest podcast has a conversation w/ @glennrstevens from @michauto talking about electric vehicles, mobility, the fourth industrial revolution, the startup scene in #Michigan and more. We also touched on some stories you should know around town. https://t.co/XPFqirxUhS",nan,0,nan,0
2237,2020-02-12 13:00:24+00:00,2020-02-12,A podcast to enliven your lunch break? Here's a popular #nearfuturist episode on electric vehicles and how we will fuel them. https://t.co/5FwcOeZEGh,nan,0,nan,0
2238,2020-02-12 19:00:42+00:00,2020-02-12,A podcast to ease your commute home? Here's a popular #nearfuturist episode on electric vehicles and how we will fuel them. https://t.co/5FwcOeZEGh,nan,0,nan,0
2239,2020-02-12 13:35:09+00:00,2020-02-12,"Level 1 Motor Vehicle students from Wisbech campus, visited @JSHolmesLtd in January to get an insight into motor vehicle dealership operation. Martin Holmes shared with the students the history of his family business, development of electric vehicles and a tour of the dealership. https://t.co/C2H8hvkWMD",nan,0,nan,0
2240,2020-02-12 11:22:40+00:00,2020-02-12,"Only 33 electric vehicles were sold in Kochi city limits last year, of which the majority were Hyundai Kona. https://t.co/Y3b2GRpFTi via @NewIndianXpress @xpresskerala @HyundaiIndia #ElectricVehicles",nan,0,nan,0
2241,2020-02-13 21:46:12+00:00,2020-02-13,The Mustang Mach E has landed in London and it’s on display in Marble Arch for the next week. It’s worth a proper look if you can visit. That badge and those Mustang design cues will certainly get people talking about electric vehicles. ⚡️🐴 https://t.co/Wj6KKA9AIe,nan,0,nan,0
2242,2020-02-13 19:39:31+00:00,2020-02-13,The Rush To Electric Vehicles Is A Consumer Disaster https://t.co/p4ZsXO9hMd https://t.co/q8aArpgJ1N,nan,0,nan,0
2243,2020-02-13 16:26:00+00:00,2020-02-13,"We're Driving Climate Solutions in 2020! This time Cristine Nardi, Executive Director for @CNEcville , revved up awareness about electric vehicles among her nonprofit colleagues for the day despite the rainy weather! @cmascolonialnissan Leaf ""I loved driving the vehicle!"" #EV https://t.co/b6gOWSQXOn",nan,0,nan,0
2244,2020-02-13 02:03:34+00:00,2020-02-13,Top U.S. Electric Vehicles — 2019 vs. 2018 Best Sellers https://t.co/D3Cys3G3Up https://t.co/BedOq0mReQ,nan,0,nan,0
2245,2020-02-13 11:49:01+00:00,2020-02-13,U.S. electric vehicles seen outpacing traditional ones by 2036 - ⁦@SoberLook⁩ ⁦@business⁩ https://t.co/QmJ8vfLoFg,nan,0,nan,0
2246,2020-02-13 02:03:28+00:00,2020-02-13,Top U.S. Electric Vehicles — 2019 vs. 2018 Best Sellers https://t.co/GCJRGU4Pij https://t.co/ReuJ0yt7jB,nan,0,nan,0
2247,2020-02-13 17:38:20+00:00,2020-02-13,"🗣 Stuart Rowley “Ford’s commitment to #electric vehicles will help bring them to all our customers, but more still needs to be done to resolve #infrastructure issues.” #GoElectric https://t.co/eQletGEpct",nan,0,nan,0
2248,2020-02-13 15:42:34+00:00,2020-02-13,PJM: Electric vehicles could boost load 1.5 GW by 2035 https://t.co/9FXPzlX8kb #Energy https://t.co/WoQoo78P1X,nan,0,nan,0
2249,2020-02-13 16:45:04+00:00,2020-02-13,"Simone Rossi, EDF CEO said: “Electric vehicles will be crucial to reducing the UK’s #carbonemissions and fighting #climatechange. With the addition of charge points, we can help our customers to reduce their carbon footprints and benefit from lower fuel costs by going electric.” https://t.co/8Esec2GEeV",nan,0,nan,0
2250,2020-02-13 03:23:54+00:00,2020-02-13,Electric vehicles are not a climate change solution.,nan,0,nan,0
2251,2020-02-13 07:33:00+00:00,2020-02-13,"As we enter the #climatedecade, we’re proud to be one of 67 leading #EV100 companies accelerating the transition to electric vehicles 🚗🔌 . Join us! @ClimateGroup https://t.co/Omu9rnriVh https://t.co/uQ3X0uXeBq",nan,0,nan,0
2252,2020-02-13 15:53:50+00:00,2020-02-13,Are Electric Vehicles Really Better for the Climate? Yes. Here's Why https://t.co/Gy72G7u6tI,nan,0,nan,0
2253,2020-02-13 02:09:00+00:00,2020-02-13,"Electric 🚗, 🚚, &amp; 🚌’s benefit our wallets, our environment, our health—and more! https://t.co/JmdLgzIdXu",nan,0,nan,0
2254,2020-02-13 02:55:59+00:00,2020-02-13,The new @ClimateGroup #EV100 report shows member companies cite a lack of supply as the biggest barrier to switching to electric vehicles. How will the market respond? https://t.co/BNiMjk2353 #climatedecade #iACT https://t.co/l3PEhMCHVK,nan,0,nan,0
2255,2020-02-13 22:26:00+00:00,2020-02-13,"Kudos to Massachusetts for making big moves in the direction of net-zero emissions! 
https://t.co/NekQrdhxFW",nan,0,nan,0
2256,2020-02-13 16:01:57+00:00,2020-02-13,Hyundai works with a Californian EV start-up to develop electric vehicles https://t.co/IMRV67DlLX https://t.co/DRZRYDWRof,nan,0,nan,0
2257,2020-02-13 11:54:08+00:00,2020-02-13,"It is amazing that $NIO, a perpetual loss-making and debt-laden car company that sells electric vehicles predominately in China, can't make salary AND STILL trades at four times trailing twelve month REVENUE. https://t.co/gWtswwQzsS",nan,0,nan,0
2258,2020-02-13 18:53:24+00:00,2020-02-13,Are Electric Vehicles Really Better for the Climate? Yes. Here's Why https://t.co/KXah6N4KjT,nan,0,nan,0
2259,2020-02-13 11:17:02+00:00,2020-02-13,"Batteries: link between raw materials and sustainability
The EU needs to secure permanent access to raw materials as soon as possible in order to develop a strong battery industry for electric vehicles

https://t.co/mWU3CcMSs1
#energytransition #batteries #EV #electricvehicle https://t.co/mqgfgjxJxD",nan,0,nan,0
2260,2020-02-14 16:17:24+00:00,2020-02-14,"Part of our plan to fight climate change includes making it as simple as possible for Canadians to switch to electric vehicles. 

Today we unveiled our investment in 160 new charging stations across Ontario, as we work to build infrastructure for EVs from coast to coast.🌱🚘 https://t.co/3chR4FpV2Z",nan,0,nan,0
2261,2020-02-14 22:43:00+00:00,2020-02-14,"They said build it &amp; they will come.

They were not wrong EVs In The Park 2019 saw 260+ electric vehicles in Coventrys War Memorial Park.

This has been one of my biggest achievements in life along with RZOC.

2020 is going to be amazing make sure your free 18th July. #evitp https://t.co/ZLkEIiiCUJ",nan,0,nan,0
2262,2020-02-14 14:00:10+00:00,2020-02-14,Take a look at the new electric vehicle charging stations @insideFPL installed in our parking lot for our employees &amp; port tenants. Employees w/access to workplace EV charging stations are 6 times more likely to drive electric vehicles #FPLEVolution #Sustainability https://t.co/veonHIYGNH,nan,0,nan,0
2263,2020-02-14 00:30:57+00:00,2020-02-14,"Bridgend food waste is now powering local electric vehicles ➡️

@BridgendCBC &amp; @swpolice are piloting new fleet vehicles powered 100% by local green electricity.

Food waste recycling, solar and wind power all generated at Stormy Down @CeninRenewables

♻️ ☀️ 🌬 🚗 🌍 https://t.co/wpUWS3jMYm",nan,0,nan,0
2264,2020-02-14 15:55:41+00:00,2020-02-14,"This Valentines day we are sharing the love. Be in with a chance of winning an Andrew Conway signed @Munsterrugby Jersey.
To enter:
1.Answer the Q:How many Electric Vehicles were sold in the month of January 2020?
2.Comment below and retweet this post
3.Use #freefriday
GOOD LUCK! https://t.co/LI81yyP4EL",nan,0,nan,0
2265,2020-02-14 18:00:09+00:00,2020-02-14,"Electric vehicles and hybrids still have a low share of vehicles in operation (VIO) even after more than 20 years on the market. However, despite the low overall VIO share, registrations have nearly tripled since 2015. Learn more: https://t.co/ejj2GexDtz https://t.co/VxpkB7n9Ll",nan,0,nan,0
2266,2020-02-14 21:47:02+00:00,2020-02-14,Via GTM: The Carmaker Putting Solar Panels on Its Electric Vehicles https://t.co/Ewo5s1lsTa https://t.co/6zUrnAlsco,nan,0,nan,0
2267,2020-02-14 15:11:58+00:00,2020-02-14,"The Faster, Cheaper, Better Way to Charge Electric Vehicles https://t.co/VFJAtdHyQ6 https://t.co/0eLk5Nb43r",nan,0,nan,0
